2025-07-09 10:30:37,8.254.250.126,192.168.10.5,簽章比對：ET MALWARE MiniDuke CnC Beacon (string1_slide_1_2)
2025-07-09 10:30:37,8.254.250.126,192.168.10.5,簽章比對：ET MALWARE MiniDuke CnC Beacon (string1_slide_1_2)
2025-07-09 10:30:38,8.254.250.126,192.168.10.5,簽章比對：ET MALWARE MiniDuke CnC Beacon (string1_slide_1_2)
2025-07-09 10:30:38,8.254.250.126,192.168.10.5,簽章比對：ET MALWARE MiniDuke CnC Beacon (string1_slide_1_2)
2025-07-09 10:30:38,8.254.250.126,192.168.10.5,簽章比對：ET MALWARE MiniDuke CnC Beacon (string1_slide_1_2)
2025-07-09 10:30:39,8.254.250.126,192.168.10.5,簽章比對：ET MALWARE MiniDuke CnC Beacon (string1_slide_1_2)
2025-07-09 10:30:39,8.254.250.126,192.168.10.5,簽章比對：ET MALWARE MiniDuke CnC Beacon (string1_slide_1_2)
2025-07-09 10:30:39,8.254.250.126,192.168.10.5,簽章比對：ET MALWARE MiniDuke CnC Beacon (string1_slide_1_2)
2025-07-09 10:30:40,8.253.185.121,192.168.10.14,簽章比對：ET MALWARE Linux/ChinaZ DDoS Bot Checkin 2
2025-07-09 10:30:41,8.253.185.121,192.168.10.14,簽章比對：ET MALWARE Linux/ChinaZ DDoS Bot Checkin 2
2025-07-09 10:30:41,8.253.185.121,192.168.10.14,簽章比對：ET MALWARE Linux/ChinaZ DDoS Bot Checkin 2
2025-07-09 10:30:42,8.253.185.121,192.168.10.14,簽章比對：ET MALWARE Linux/ChinaZ DDoS Bot Checkin 2
2025-07-09 10:30:42,8.253.185.121,192.168.10.14,簽章比對：ET MALWARE Linux/ChinaZ DDoS Bot Checkin 2
2025-07-09 10:30:42,8.253.185.121,192.168.10.14,簽章比對：ET MALWARE Linux/ChinaZ DDoS Bot Checkin 2
2025-07-09 10:30:43,8.253.185.121,192.168.10.14,簽章比對：ET MALWARE Linux/ChinaZ DDoS Bot Checkin 2
2025-07-09 10:30:43,8.253.185.121,192.168.10.14,簽章比對：ET MALWARE Linux/ChinaZ DDoS Bot Checkin 2
2025-07-09 10:30:43,8.253.185.121,192.168.10.14,簽章比對：ET MALWARE Linux/ChinaZ DDoS Bot Checkin 2
2025-07-09 10:30:43,192.168.10.9,224.0.0.22,簽章比對：ET MALWARE MiniDuke CnC Beacon (string1_slide_2_2)
2025-07-09 10:30:44,192.168.10.9,224.0.0.22,簽章比對：ET MALWARE MiniDuke CnC Beacon (string1_slide_2_2)
2025-07-09 10:30:44,192.168.10.9,224.0.0.22,簽章比對：ET MALWARE MiniDuke CnC Beacon (string1_slide_2_2)
2025-07-09 10:30:44,192.168.10.9,224.0.0.252,簽章比對：ET MALWARE Mozart Loader CnC Checkin (getid)
2025-07-09 10:30:45,192.168.10.9,224.0.0.252,簽章比對：ET MALWARE Mozart Loader CnC Checkin (getid)
2025-07-09 10:30:45,192.168.10.9,224.0.0.252,簽章比對：ET MALWARE Mozart Loader CnC Checkin (getid)
2025-07-09 10:30:45,192.168.10.9,224.0.0.252,簽章比對：ET MALWARE Mozart Loader CnC Checkin (getid)
2025-07-09 10:30:46,192.168.10.9,224.0.0.252,簽章比對：ET MALWARE Mozart Loader CnC Checkin (getid)
2025-07-09 10:30:46,192.168.10.9,224.0.0.252,簽章比對：ET MALWARE Mozart Loader CnC Checkin (getid)
2025-07-09 10:30:46,192.168.10.9,224.0.0.252,簽章比對：ET MALWARE Mozart Loader CnC Checkin (getid)
2025-07-09 10:30:47,192.168.10.9,224.0.0.252,簽章比對：ET MALWARE Mozart Loader CnC Checkin (getid)
2025-07-09 10:30:47,192.168.10.9,224.0.0.252,簽章比對：ET MALWARE Mozart Loader CnC Checkin (getid)
2025-07-09 10:30:47,192.168.10.9,224.0.0.22,簽章比對：ET MALWARE MiniDuke CnC Beacon (string1_slide_2_2)
2025-07-09 10:30:48,192.168.10.9,224.0.0.252,簽章比對：ET MALWARE Mozart Loader CnC Checkin (getid)
2025-07-09 10:30:48,192.168.10.9,224.0.0.252,簽章比對：ET MALWARE Mozart Loader CnC Checkin (getid)
2025-07-09 10:30:48,192.168.10.9,224.0.0.252,簽章比對：ET MALWARE Mozart Loader CnC Checkin (getid)
2025-07-09 10:30:49,192.168.10.9,224.0.0.252,簽章比對：ET MALWARE Mozart Loader CnC Checkin (getid)
2025-07-09 10:30:49,192.168.10.9,224.0.0.252,簽章比對：ET MALWARE Mozart Loader CnC Checkin (getid)
2025-07-09 10:30:49,192.168.10.9,224.0.0.252,簽章比對：ET MALWARE Mozart Loader CnC Checkin (getid)
2025-07-09 10:30:50,192.168.10.9,224.0.0.252,簽章比對：ET MALWARE Mozart Loader CnC Checkin (getid)
2025-07-09 10:30:50,192.168.10.9,224.0.0.252,簽章比對：ET MALWARE Mozart Loader CnC Checkin (getid)
2025-07-09 10:30:51,192.168.10.9,224.0.0.252,簽章比對：ET MALWARE Mozart Loader CnC Checkin (getid)
2025-07-09 10:30:51,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE MiniDuke CnC Beacon (string1_slide_2_2)
2025-07-09 10:30:51,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE MiniDuke CnC Beacon (string1_slide_2_2)
2025-07-09 10:30:52,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE MiniDuke CnC Beacon (string1_slide_2_2)
2025-07-09 10:30:52,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE MiniDuke CnC Beacon (string1_slide_2_2)
2025-07-09 10:30:52,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE MiniDuke CnC Beacon (string1_slide_2_2)
2025-07-09 10:30:53,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE MiniDuke CnC Beacon (string1_slide_2_2)
2025-07-09 10:30:53,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE MiniDuke CnC Beacon (string1_slide_2_2)
2025-07-09 10:30:53,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE MiniDuke CnC Beacon (string1_slide_2_2)
2025-07-09 10:30:54,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE MiniDuke CnC Beacon (string1_slide_2_2)
2025-07-09 10:30:54,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE MiniDuke CnC Beacon (string1_slide_2_2)
2025-07-09 10:30:54,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE MiniDuke CnC Beacon (string1_slide_2_2)
2025-07-09 10:30:55,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE MiniDuke CnC Beacon (string1_slide_2_2)
2025-07-09 10:30:55,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE MiniDuke CnC Beacon (string2_slide_1_2)
2025-07-09 10:30:55,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE MiniDuke CnC Beacon (string2_slide_1_2)
2025-07-09 10:30:56,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE MiniDuke CnC Beacon (string1_slide_1_2)
2025-07-09 10:30:56,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE MiniDuke CnC Beacon (string1_slide_1_2)
2025-07-09 10:30:56,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE MiniDuke CnC Beacon (string1_slide_1_2)
2025-07-09 10:30:57,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE MiniDuke CnC Beacon (string1_slide_1_2)
2025-07-09 10:30:57,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE SIDESHOW CnC Authentication Over HTTP
2025-07-09 10:30:57,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE SIDESHOW CnC Authentication Over HTTP
2025-07-09 10:30:58,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:30:59,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:30:59,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:00,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:00,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:00,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:01,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:01,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:01,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:02,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:02,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:03,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:03,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:03,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:03,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:04,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:04,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:04,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:05,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:05,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:05,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:06,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:06,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:06,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:07,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:07,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:07,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:08,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:08,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:08,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:09,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:09,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:09,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:10,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:10,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:10,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:11,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:11,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:11,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:12,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:12,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:12,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:13,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:13,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:13,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:14,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:14,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:14,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:15,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:15,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:16,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:16,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:16,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:16,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:17,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:17,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:17,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:18,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:18,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:18,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:19,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:19,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:19,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:20,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:20,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:20,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:21,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:21,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:21,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:22,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:22,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:22,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:23,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:23,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:24,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:24,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:24,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:24,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:25,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:25,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:25,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:26,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:26,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:26,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:27,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:27,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:28,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:28,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:28,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:29,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:29,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:29,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:30,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:30,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:30,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:31,192.168.10.3,192.168.10.9,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:31,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
2025-07-09 10:31:31,192.168.10.9,192.168.10.3,簽章比對：ET MALWARE W32/Trojan-Gypikon Sending Data
